student_number;first_name;last_name;gender;email_addresses;role;asso_name;asso_desc
6136699;Aymeric;POIRIER;H;Aymeric.POIRIER@centralesupelec.fr,Aymeric.POIRIER@wanadoo.fr;member;SBCS;Composé des deux associations (Sono et Barco), cette association...
4631172;Hamid;ALLUSSE;H;Hamid.ALLUSSE@centralesupelec.fr,Hamid.ALLUSSE@yahoo.fr;member;Barco;installation et exploitation de materiel video
4631172;Hamid;ALLUSSE;H;Hamid.ALLUSSE@centralesupelec.fr,Hamid.ALLUSSE@yahoo.fr;member;SBCS;Composé des deux associations (Sono et Barco), cette association...
4631172;Hamid;ALLUSSE;H;Hamid.ALLUSSE@centralesupelec.fr,Hamid.ALLUSSE@yahoo.fr;member;Toucan Déchaîné;le journal de l'école, impartial et omniscient, il est au coeur de l'actualité et n'hésite pas à révéler les plus grands scandales
455954;Florian;DIDIER;H;Florian.DIDIER@centralesupelec.fr;member;Impact;
3079755;Marie-Therese;RIBAULT;W;Marie-Therese.RIBAULT@centralesupelec.fr;member;Sono;
3079755;Marie-Therese;RIBAULT;W;Marie-Therese.RIBAULT@centralesupelec.fr;member;Band'à Joe;la fanfare, où tout le monde débute un instrument et qui organise des voyages dans la France et l'Europe pour jouer de la musique
3079755;Marie-Therese;RIBAULT;W;Marie-Therese.RIBAULT@centralesupelec.fr;member;Cheer Up;une association qui accompagne des jeunes de 15 à 25 ans malades du cancer et les aide à réaliser leur projet
2284632;Jean-Hervé;DA SILVA;H;Jean-Herve.DA SILVA@centralesupelec.fr;member;Impact;
2605131;Romain;BLANCHARD;H;Romain.BLANCHARD@centralesupelec.fr,Romain.BLANCHARD@hotmail.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
2605131;Romain;BLANCHARD;H;Romain.BLANCHARD@centralesupelec.fr,Romain.BLANCHARD@hotmail.fr;member;Band'à Joe;la fanfare, où tout le monde débute un instrument et qui organise des voyages dans la France et l'Europe pour jouer de la musique
2605131;Romain;BLANCHARD;H;Romain.BLANCHARD@centralesupelec.fr,Romain.BLANCHARD@hotmail.fr;member;BDE;représente les élèves de CentraleSupélec auprès de la direction et coordonne la vie associative sur le campus
6119439;Alison;CONSTANTIN;fille;Alison.CONSTANTIN@centralesupelec.fr,Alison.CONSTANTIN@hotmail.com;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
4493579;Karine;MAINDRON;garçon;Karine.MAINDRON@centralesupelec.fr,Karine.MAINDRON@orange.fr;member;Band'à Joe;la fanfare, où tout le monde débute un instrument et qui organise des voyages dans la France et l'Europe pour jouer de la musique
9483832;Carmelo;BARBIN;M;Carmelo.BARBIN@centralesupelec.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
9483832;Carmelo;BARBIN;M;Carmelo.BARBIN@centralesupelec.fr;member;Toucan Déchaîné;le journal de l'école, impartial et omniscient, il est au coeur de l'actualité et n'hésite pas à révéler les plus grands scandales
9483832;Carmelo;BARBIN;M;Carmelo.BARBIN@centralesupelec.fr;member;BDE;représente les élèves de CentraleSupélec auprès de la direction et coordonne la vie associative sur le campus
6360966;Eddie;PELLUAU;garçon;Eddie.PELLUAU@centralesupelec.fr,Eddie.PELLUAU@wanadoo.fr;member;FACS;Fédération d'associations de CS, cadre légal et financier d'une partie de l'associatif de CentraleSupélec, distribue des subventions et organise la coopération entre les associations
8171384;Thérèse-Marie;PICARD;fille;Therese-Marie.PICARD@centralesupelec.fr,Therese-Marie.PICARD@wanadoo.fr;member;Cheer Up;une association qui accompagne des jeunes de 15 à 25 ans malades du cancer et les aide à réaliser leur projet
8171384;Thérèse-Marie;PICARD;fille;Therese-Marie.PICARD@centralesupelec.fr,Therese-Marie.PICARD@wanadoo.fr;member;FACS;Fédération d'associations de CS, cadre légal et financier d'une partie de l'associatif de CentraleSupélec, distribue des subventions et organise la coopération entre les associations
9896491;Raphaelle;BUSSON;fille;Raphaelle.BUSSON@centralesupelec.fr;member;Junior CentraleSupelec (JCS);Junior Entreprise de CS, cette association d'étudiants a vocation économique et pédagogique mais a but non lucratif permet aux eleves de monter en compétences en leur proposant de réaliser des missions pour des clients
5879679;Siméon;CHATAIGNER;garçon;Simeon.CHATAIGNER@centralesupelec.fr;member;Band'à Joe;la fanfare, où tout le monde débute un instrument et qui organise des voyages dans la France et l'Europe pour jouer de la musique
3280740;Emilienne;BRANCHU;W;Emilienne.BRANCHU@centralesupelec.fr,Emilienne.BRANCHU@yahoo.fr;member;Junior CentraleSupelec (JCS);Junior Entreprise de CS, cette association d'étudiants a vocation économique et pédagogique mais a but non lucratif permet aux eleves de monter en compétences en leur proposant de réaliser des missions pour des clients
1173540;Karin;GENTILHOMME;W;Karin.GENTILHOMME@centralesupelec.fr;member;Sono;
1173540;Karin;GENTILHOMME;W;Karin.GENTILHOMME@centralesupelec.fr;member;Impact;
1173540;Karin;GENTILHOMME;W;Karin.GENTILHOMME@centralesupelec.fr;member;Band'à Joe;la fanfare, où tout le monde débute un instrument et qui organise des voyages dans la France et l'Europe pour jouer de la musique
8200792;David;MAILLET;W;David.MAILLET@centralesupelec.fr,David.MAILLET@hotmail.com;member;Cheer Up;une association qui accompagne des jeunes de 15 à 25 ans malades du cancer et les aide à réaliser leur projet
8200792;David;MAILLET;W;David.MAILLET@centralesupelec.fr,David.MAILLET@hotmail.com;member;Toucan Déchaîné;le journal de l'école, impartial et omniscient, il est au coeur de l'actualité et n'hésite pas à révéler les plus grands scandales
8200792;David;MAILLET;W;David.MAILLET@centralesupelec.fr,David.MAILLET@hotmail.com;member;SBCS;Composé des deux associations (Sono et Barco), cette association...
1696413;Pierre André;LIZE;M;Pierre Andre.LIZE@centralesupelec.fr,Pierre Andre.LIZE@yahoo.com;member;Band'à Joe;la fanfare, où tout le monde débute un instrument et qui organise des voyages dans la France et l'Europe pour jouer de la musique
1696413;Pierre André;LIZE;M;Pierre Andre.LIZE@centralesupelec.fr,Pierre Andre.LIZE@yahoo.com;member;Cheer Up;une association qui accompagne des jeunes de 15 à 25 ans malades du cancer et les aide à réaliser leur projet
697403;Romuald;ROCHAIS;garçon;Romuald.ROCHAIS@centralesupelec.fr,Romuald.ROCHAIS@wanadoo.fr;member;SBCS;Composé des deux associations (Sono et Barco), cette association...
697403;Romuald;ROCHAIS;garçon;Romuald.ROCHAIS@centralesupelec.fr,Romuald.ROCHAIS@wanadoo.fr;member;Barco;installation et exploitation de materiel video
697403;Romuald;ROCHAIS;garçon;Romuald.ROCHAIS@centralesupelec.fr,Romuald.ROCHAIS@wanadoo.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
2338037;Anicet;PAUL;garçon;Anicet.PAUL@centralesupelec.fr;member;Sono;
2338037;Anicet;PAUL;garçon;Anicet.PAUL@centralesupelec.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
5559063;Magali;BLAITEAU;M;Magali.BLAITEAU@centralesupelec.fr,Magali.BLAITEAU@hotmail.com;member;Cheer Up;une association qui accompagne des jeunes de 15 à 25 ans malades du cancer et les aide à réaliser leur projet
1829605;Ariane;BOULLAIS;W;Ariane.BOULLAIS@centralesupelec.fr,Ariane.BOULLAIS@wanadoo.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
7889033;Coralie;CHEVET;W;Coralie.CHEVET@centralesupelec.fr;member;Band'à Joe;la fanfare, où tout le monde débute un instrument et qui organise des voyages dans la France et l'Europe pour jouer de la musique
7889033;Coralie;CHEVET;W;Coralie.CHEVET@centralesupelec.fr;member;Barco;installation et exploitation de materiel video
7889033;Coralie;CHEVET;W;Coralie.CHEVET@centralesupelec.fr;member;SBCS;Composé des deux associations (Sono et Barco), cette association...
6734111;Théo;DELARUE;M;Theo.DELARUE@centralesupelec.fr,Theo.DELARUE@hotmail.com;member;SBCS;Composé des deux associations (Sono et Barco), cette association...
6734111;Théo;DELARUE;M;Theo.DELARUE@centralesupelec.fr,Theo.DELARUE@hotmail.com;member;BDE;représente les élèves de CentraleSupélec auprès de la direction et coordonne la vie associative sur le campus
4131535;Marie-Alice;LEGRAND;W;Marie-Alice.LEGRAND@centralesupelec.fr;member;BDE;représente les élèves de CentraleSupélec auprès de la direction et coordonne la vie associative sur le campus
4131535;Marie-Alice;LEGRAND;W;Marie-Alice.LEGRAND@centralesupelec.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
9302400;Karim;NAULEAU;H;Karim.NAULEAU@centralesupelec.fr;member;Barco;installation et exploitation de materiel video
9302400;Karim;NAULEAU;H;Karim.NAULEAU@centralesupelec.fr;member;Toucan Déchaîné;le journal de l'école, impartial et omniscient, il est au coeur de l'actualité et n'hésite pas à révéler les plus grands scandales
1178592;Christine;PROUST;H;Christine.PROUST@centralesupelec.fr;member;BDE;représente les élèves de CentraleSupélec auprès de la direction et coordonne la vie associative sur le campus
1178592;Christine;PROUST;H;Christine.PROUST@centralesupelec.fr;member;Sono;
2077845;Fatiha;TESSIER;W;Fatiha.TESSIER@centralesupelec.fr,Fatiha.TESSIER@hotmail.com;member;Junior CentraleSupelec (JCS);Junior Entreprise de CS, cette association d'étudiants a vocation économique et pédagogique mais a but non lucratif permet aux eleves de monter en compétences en leur proposant de réaliser des missions pour des clients
2077845;Fatiha;TESSIER;W;Fatiha.TESSIER@centralesupelec.fr,Fatiha.TESSIER@hotmail.com;member;Impact;
2077845;Fatiha;TESSIER;W;Fatiha.TESSIER@centralesupelec.fr,Fatiha.TESSIER@hotmail.com;member;Toucan Déchaîné;le journal de l'école, impartial et omniscient, il est au coeur de l'actualité et n'hésite pas à révéler les plus grands scandales
4244014;Thiery;LECLAIR;M;Thiery.LECLAIR@centralesupelec.fr;member;Sono;
2708101;Jean-Marie;TAVEAU;garçon;Jean-Marie.TAVEAU@centralesupelec.fr,Jean-Marie.TAVEAU@google.com;member;Impact;
2708101;Jean-Marie;TAVEAU;garçon;Jean-Marie.TAVEAU@centralesupelec.fr,Jean-Marie.TAVEAU@google.com;member;Barco;installation et exploitation de materiel video
2708101;Jean-Marie;TAVEAU;garçon;Jean-Marie.TAVEAU@centralesupelec.fr,Jean-Marie.TAVEAU@google.com;member;Cheer Up;une association qui accompagne des jeunes de 15 à 25 ans malades du cancer et les aide à réaliser leur projet
4988197;Dorothee;FEVRIER;F;Dorothee.FEVRIER@centralesupelec.fr,Dorothee.FEVRIER@yahoo.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
4988197;Dorothee;FEVRIER;F;Dorothee.FEVRIER@centralesupelec.fr,Dorothee.FEVRIER@yahoo.fr;member;Barco;installation et exploitation de materiel video
4988197;Dorothee;FEVRIER;F;Dorothee.FEVRIER@centralesupelec.fr,Dorothee.FEVRIER@yahoo.fr;member;Cheer Up;une association qui accompagne des jeunes de 15 à 25 ans malades du cancer et les aide à réaliser leur projet
93782;Suzanne;AUBRY;H;Suzanne.AUBRY@centralesupelec.fr;member;Cheer Up;une association qui accompagne des jeunes de 15 à 25 ans malades du cancer et les aide à réaliser leur projet
93782;Suzanne;AUBRY;H;Suzanne.AUBRY@centralesupelec.fr;member;FACS;Fédération d'associations de CS, cadre légal et financier d'une partie de l'associatif de CentraleSupélec, distribue des subventions et organise la coopération entre les associations
93782;Suzanne;AUBRY;H;Suzanne.AUBRY@centralesupelec.fr;member;Toucan Déchaîné;le journal de l'école, impartial et omniscient, il est au coeur de l'actualité et n'hésite pas à révéler les plus grands scandales
8156351;Eugène;ANDRE;M;Eugene.ANDRE@centralesupelec.fr,Eugene.ANDRE@yahoo.fr;member;Band'à Joe;la fanfare, où tout le monde débute un instrument et qui organise des voyages dans la France et l'Europe pour jouer de la musique
8156351;Eugène;ANDRE;M;Eugene.ANDRE@centralesupelec.fr,Eugene.ANDRE@yahoo.fr;member;SBCS;Composé des deux associations (Sono et Barco), cette association...
8018418;Marianne;GALLET;M;Marianne.GALLET@centralesupelec.fr,Marianne.GALLET@free.fr;member;Sono;
8018418;Marianne;GALLET;M;Marianne.GALLET@centralesupelec.fr,Marianne.GALLET@free.fr;member;Impact;
4226631;Thierry;MIGNOT;M;Thierry.MIGNOT@centralesupelec.fr,Thierry.MIGNOT@orange.fr;member;Impact;
6032026;Guylène;MORIN;F;Guylene.MORIN@centralesupelec.fr,Guylene.MORIN@wanadoo.fr;member;SBCS;Composé des deux associations (Sono et Barco), cette association...
9921861;Sylvestre;DEVY;H;Sylvestre.DEVY@centralesupelec.fr;member;Junior CentraleSupelec (JCS);Junior Entreprise de CS, cette association d'étudiants a vocation économique et pédagogique mais a but non lucratif permet aux eleves de monter en compétences en leur proposant de réaliser des missions pour des clients
5224127;Ernestine;BELANGER;F;Ernestine.BELANGER@centralesupelec.fr,Ernestine.BELANGER@orange.fr;member;Junior CentraleSupelec (JCS);Junior Entreprise de CS, cette association d'étudiants a vocation économique et pédagogique mais a but non lucratif permet aux eleves de monter en compétences en leur proposant de réaliser des missions pour des clients
5224127;Ernestine;BELANGER;F;Ernestine.BELANGER@centralesupelec.fr,Ernestine.BELANGER@orange.fr;member;Impact;
4022307;Corine;HOMER;fille;Corine.HOMER@centralesupelec.fr,Corine.HOMER@wanadoo.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
4022307;Corine;HOMER;fille;Corine.HOMER@centralesupelec.fr,Corine.HOMER@wanadoo.fr;member;Sono;
9629022;Cendrine;BOURBON;fille;Cendrine.BOURBON@centralesupelec.fr;member;Impact;
378085;Prosper;HUCHON;H;Prosper.HUCHON@centralesupelec.fr;member;Band'à Joe;la fanfare, où tout le monde débute un instrument et qui organise des voyages dans la France et l'Europe pour jouer de la musique
7183635;Marie-Jeanne;DUBREUIL;garçon;Marie-Jeanne.DUBREUIL@centralesupelec.fr;member;BDE;représente les élèves de CentraleSupélec auprès de la direction et coordonne la vie associative sur le campus
7183635;Marie-Jeanne;DUBREUIL;garçon;Marie-Jeanne.DUBREUIL@centralesupelec.fr;member;Toucan Déchaîné;le journal de l'école, impartial et omniscient, il est au coeur de l'actualité et n'hésite pas à révéler les plus grands scandales
8667146;Jeremy;AUBINEAU;H;Jeremy.AUBINEAU@centralesupelec.fr;member;Junior CentraleSupelec (JCS);Junior Entreprise de CS, cette association d'étudiants a vocation économique et pédagogique mais a but non lucratif permet aux eleves de monter en compétences en leur proposant de réaliser des missions pour des clients
8667146;Jeremy;AUBINEAU;H;Jeremy.AUBINEAU@centralesupelec.fr;member;Toucan Déchaîné;le journal de l'école, impartial et omniscient, il est au coeur de l'actualité et n'hésite pas à révéler les plus grands scandales
6218844;Meriem;CHUDEAU;W;Meriem.CHUDEAU@centralesupelec.fr;member;BDE;représente les élèves de CentraleSupélec auprès de la direction et coordonne la vie associative sur le campus
8449224;Ahmed;LHERMITEAU;H;Ahmed.LHERMITEAU@centralesupelec.fr,Ahmed.LHERMITEAU@orange.fr;member;Barco;installation et exploitation de materiel video
8449224;Ahmed;LHERMITEAU;H;Ahmed.LHERMITEAU@centralesupelec.fr,Ahmed.LHERMITEAU@orange.fr;member;BDE;représente les élèves de CentraleSupélec auprès de la direction et coordonne la vie associative sur le campus
6066463;Janick;COUDERT;W;Janick.COUDERT@centralesupelec.fr,Janick.COUDERT@sfr.fr;member;Band'à Joe;la fanfare, où tout le monde débute un instrument et qui organise des voyages dans la France et l'Europe pour jouer de la musique
6066463;Janick;COUDERT;W;Janick.COUDERT@centralesupelec.fr,Janick.COUDERT@sfr.fr;member;FACS;Fédération d'associations de CS, cadre légal et financier d'une partie de l'associatif de CentraleSupélec, distribue des subventions et organise la coopération entre les associations
6066463;Janick;COUDERT;W;Janick.COUDERT@centralesupelec.fr,Janick.COUDERT@sfr.fr;member;Junior CentraleSupelec (JCS);Junior Entreprise de CS, cette association d'étudiants a vocation économique et pédagogique mais a but non lucratif permet aux eleves de monter en compétences en leur proposant de réaliser des missions pour des clients
7367140;Joël;GRIFFON;fille;Joel.GRIFFON@centralesupelec.fr,Joel.GRIFFON@yahoo.com;member;BDE;représente les élèves de CentraleSupélec auprès de la direction et coordonne la vie associative sur le campus
7367140;Joël;GRIFFON;fille;Joel.GRIFFON@centralesupelec.fr,Joel.GRIFFON@yahoo.com;member;Junior CentraleSupelec (JCS);Junior Entreprise de CS, cette association d'étudiants a vocation économique et pédagogique mais a but non lucratif permet aux eleves de monter en compétences en leur proposant de réaliser des missions pour des clients
9754036;Dorothée;BIENVENU;W;Dorothee.BIENVENU@centralesupelec.fr;member;Junior CentraleSupelec (JCS);Junior Entreprise de CS, cette association d'étudiants a vocation économique et pédagogique mais a but non lucratif permet aux eleves de monter en compétences en leur proposant de réaliser des missions pour des clients
9754036;Dorothée;BIENVENU;W;Dorothee.BIENVENU@centralesupelec.fr;member;Impact;
9754036;Dorothée;BIENVENU;W;Dorothee.BIENVENU@centralesupelec.fr;member;BDE;représente les élèves de CentraleSupélec auprès de la direction et coordonne la vie associative sur le campus
7279332;Lorène;TREMBLAY;W;Lorene.TREMBLAY@centralesupelec.fr,Lorene.TREMBLAY@hotmail.fr;member;FACS;Fédération d'associations de CS, cadre légal et financier d'une partie de l'associatif de CentraleSupélec, distribue des subventions et organise la coopération entre les associations
7279332;Lorène;TREMBLAY;W;Lorene.TREMBLAY@centralesupelec.fr,Lorene.TREMBLAY@hotmail.fr;member;BDE;représente les élèves de CentraleSupélec auprès de la direction et coordonne la vie associative sur le campus
7279332;Lorène;TREMBLAY;W;Lorene.TREMBLAY@centralesupelec.fr,Lorene.TREMBLAY@hotmail.fr;member;SBCS;Composé des deux associations (Sono et Barco), cette association...
8559938;Rose-May;CRESPIN;W;Rose-May.CRESPIN@centralesupelec.fr;member;Impact;
8559938;Rose-May;CRESPIN;W;Rose-May.CRESPIN@centralesupelec.fr;member;Band'à Joe;la fanfare, où tout le monde débute un instrument et qui organise des voyages dans la France et l'Europe pour jouer de la musique
8559938;Rose-May;CRESPIN;W;Rose-May.CRESPIN@centralesupelec.fr;member;BDE;représente les élèves de CentraleSupélec auprès de la direction et coordonne la vie associative sur le campus
8298694;Diego;PETIT;H;Diego.PETIT@centralesupelec.fr;member;Junior CentraleSupelec (JCS);Junior Entreprise de CS, cette association d'étudiants a vocation économique et pédagogique mais a but non lucratif permet aux eleves de monter en compétences en leur proposant de réaliser des missions pour des clients
8298694;Diego;PETIT;H;Diego.PETIT@centralesupelec.fr;member;Sono;
8113264;Georges;TRICOT;garçon;Georges.TRICOT@centralesupelec.fr,Georges.TRICOT@yahoo.fr;member;Sono;
8113264;Georges;TRICOT;garçon;Georges.TRICOT@centralesupelec.fr,Georges.TRICOT@yahoo.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
7469007;Stephane;UZUREAU;garçon;Stephane.UZUREAU@centralesupelec.fr,Stephane.UZUREAU@yahoo.fr;member;SBCS;Composé des deux associations (Sono et Barco), cette association...
7469007;Stephane;UZUREAU;garçon;Stephane.UZUREAU@centralesupelec.fr,Stephane.UZUREAU@yahoo.fr;member;BDE;représente les élèves de CentraleSupélec auprès de la direction et coordonne la vie associative sur le campus
7469007;Stephane;UZUREAU;garçon;Stephane.UZUREAU@centralesupelec.fr,Stephane.UZUREAU@yahoo.fr;member;Junior CentraleSupelec (JCS);Junior Entreprise de CS, cette association d'étudiants a vocation économique et pédagogique mais a but non lucratif permet aux eleves de monter en compétences en leur proposant de réaliser des missions pour des clients
7095740;Flora;HUBAULT;fille;Flora.HUBAULT@centralesupelec.fr;member;Toucan Déchaîné;le journal de l'école, impartial et omniscient, il est au coeur de l'actualité et n'hésite pas à révéler les plus grands scandales
7095740;Flora;HUBAULT;fille;Flora.HUBAULT@centralesupelec.fr;member;Sono;
660365;Annabel;CROSNIER;fille;Annabel.CROSNIER@centralesupelec.fr;member;BDE;représente les élèves de CentraleSupélec auprès de la direction et coordonne la vie associative sur le campus
3339188;Marie-Elisabeth;VIVION;W;Marie-Elisabeth.VIVION@centralesupelec.fr;member;Band'à Joe;la fanfare, où tout le monde débute un instrument et qui organise des voyages dans la France et l'Europe pour jouer de la musique
3339188;Marie-Elisabeth;VIVION;W;Marie-Elisabeth.VIVION@centralesupelec.fr;member;FACS;Fédération d'associations de CS, cadre légal et financier d'une partie de l'associatif de CentraleSupélec, distribue des subventions et organise la coopération entre les associations
3339188;Marie-Elisabeth;VIVION;W;Marie-Elisabeth.VIVION@centralesupelec.fr;member;Barco;installation et exploitation de materiel video
5810703;Severine;REBONDY;W;Severine.REBONDY@centralesupelec.fr;member;SBCS;Composé des deux associations (Sono et Barco), cette association...
5810703;Severine;REBONDY;W;Severine.REBONDY@centralesupelec.fr;member;Sono;
3826518;Gina;BELANGER;W;Gina.BELANGER@centralesupelec.fr,Gina.BELANGER@hotmail.fr;member;FACS;Fédération d'associations de CS, cadre légal et financier d'une partie de l'associatif de CentraleSupélec, distribue des subventions et organise la coopération entre les associations
9437095;Werner;HULLIN;M;Werner.HULLIN@centralesupelec.fr,Werner.HULLIN@yahoo.com;member;SBCS;Composé des deux associations (Sono et Barco), cette association...
9405837;Marinette;JURET;W;Marinette.JURET@centralesupelec.fr,Marinette.JURET@free.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
5679002;Solenne;BLANCHARD;W;Solenne.BLANCHARD@centralesupelec.fr,Solenne.BLANCHARD@yahoo.fr;member;Toucan Déchaîné;le journal de l'école, impartial et omniscient, il est au coeur de l'actualité et n'hésite pas à révéler les plus grands scandales
5679002;Solenne;BLANCHARD;W;Solenne.BLANCHARD@centralesupelec.fr,Solenne.BLANCHARD@yahoo.fr;member;BDE;représente les élèves de CentraleSupélec auprès de la direction et coordonne la vie associative sur le campus
9094742;Thérèse-Marie;THOMAS;F;Therese-Marie.THOMAS@centralesupelec.fr;member;Impact;
9094742;Thérèse-Marie;THOMAS;F;Therese-Marie.THOMAS@centralesupelec.fr;member;SBCS;Composé des deux associations (Sono et Barco), cette association...
9094742;Thérèse-Marie;THOMAS;F;Therese-Marie.THOMAS@centralesupelec.fr;member;Sono;
7489903;Davy;ALEXANDRE;M;Davy.ALEXANDRE@centralesupelec.fr;member;FACS;Fédération d'associations de CS, cadre légal et financier d'une partie de l'associatif de CentraleSupélec, distribue des subventions et organise la coopération entre les associations
9413847;Tamara;CHOLET;fille;Tamara.CHOLET@centralesupelec.fr;member;Impact;
9413847;Tamara;CHOLET;fille;Tamara.CHOLET@centralesupelec.fr;member;Cheer Up;une association qui accompagne des jeunes de 15 à 25 ans malades du cancer et les aide à réaliser leur projet
9413847;Tamara;CHOLET;fille;Tamara.CHOLET@centralesupelec.fr;member;BDE;représente les élèves de CentraleSupélec auprès de la direction et coordonne la vie associative sur le campus
7311187;Hugo;DESHAYES;M;Hugo.DESHAYES@centralesupelec.fr,Hugo.DESHAYES@free.fr;member;Band'à Joe;la fanfare, où tout le monde débute un instrument et qui organise des voyages dans la France et l'Europe pour jouer de la musique
8203047;Désiré;POTTIER;H;Desire.POTTIER@centralesupelec.fr;member;FACS;Fédération d'associations de CS, cadre légal et financier d'une partie de l'associatif de CentraleSupélec, distribue des subventions et organise la coopération entre les associations
8203047;Désiré;POTTIER;H;Desire.POTTIER@centralesupelec.fr;member;Sono;
3411639;Annaïck;CRETIN;F;Annaick.CRETIN@centralesupelec.fr,Annaick.CRETIN@orange.fr;member;Cheer Up;une association qui accompagne des jeunes de 15 à 25 ans malades du cancer et les aide à réaliser leur projet
3411639;Annaïck;CRETIN;F;Annaick.CRETIN@centralesupelec.fr,Annaick.CRETIN@orange.fr;member;FACS;Fédération d'associations de CS, cadre légal et financier d'une partie de l'associatif de CentraleSupélec, distribue des subventions et organise la coopération entre les associations
3411639;Annaïck;CRETIN;F;Annaick.CRETIN@centralesupelec.fr,Annaick.CRETIN@orange.fr;member;Barco;installation et exploitation de materiel video
8516750;Irénée;DEVEAU;garçon;Irenee.DEVEAU@centralesupelec.fr;member;BDE;représente les élèves de CentraleSupélec auprès de la direction et coordonne la vie associative sur le campus
8516750;Irénée;DEVEAU;garçon;Irenee.DEVEAU@centralesupelec.fr;member;Barco;installation et exploitation de materiel video
8516750;Irénée;DEVEAU;garçon;Irenee.DEVEAU@centralesupelec.fr;member;Toucan Déchaîné;le journal de l'école, impartial et omniscient, il est au coeur de l'actualité et n'hésite pas à révéler les plus grands scandales
5352488;Pauline;JOLIVET;F;Pauline.JOLIVET@centralesupelec.fr,Pauline.JOLIVET@free.fr;member;Impact;
7101049;Daniela;DINAND;fille;Daniela.DINAND@centralesupelec.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
6359723;Axel;POITOU;garçon;Axel.POITOU@centralesupelec.fr;member;Sono;
6359723;Axel;POITOU;garçon;Axel.POITOU@centralesupelec.fr;member;BDE;représente les élèves de CentraleSupélec auprès de la direction et coordonne la vie associative sur le campus
6359723;Axel;POITOU;garçon;Axel.POITOU@centralesupelec.fr;member;Band'à Joe;la fanfare, où tout le monde débute un instrument et qui organise des voyages dans la France et l'Europe pour jouer de la musique
9428129;Florine;DUBIN;F;Florine.DUBIN@centralesupelec.fr,Florine.DUBIN@yahoo.com;member;Impact;
9428129;Florine;DUBIN;F;Florine.DUBIN@centralesupelec.fr,Florine.DUBIN@yahoo.com;member;Barco;installation et exploitation de materiel video
